household_id,country,region_camp,family_size,members,head_age,head_gender,vulnerability_type,needs_category
MAL-0027113,Malaysia,Johor,5,"[{""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 53, ""gender"": ""F"", ""vulnerable_flag"": false}]",53,F,chronic_illness,"protection,livelihood,wash"
BAN-0008974,Bangladesh,Kutupalong,5,"[{""age"": 89, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""F"", ""vulnerable_flag"": true}]",89,M,chronic_illness,"shelter,medical"
MYA-0100682,Myanmar,Rakhine IDP Camps,7,"[{""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 82, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}]",82,F,elderly_at_risk,"shelter,education"
BAN-0003260,Bangladesh,Kutupalong,5,"[{""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",55,F,,"livelihood,shelter"
MYA-0087798,Myanmar,Sagaing,4,"[{""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}]",55,M,,"education,shelter,wash"
MYA-0083308,Myanmar,Shan Region,4,"[{""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,M,,"education,food,medical,wash"
MYA-0038836,Myanmar,Shan Region,4,"[{""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": true}]",58,M,child_labor_risk,medical
BAN-0008503,Bangladesh,Kutupalong,3,"[{""age"": 80, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}]",80,F,single_parent,protection
MYA-0037432,Myanmar,Sagaing,2,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}]",30,F,,protection
MYA-0075125,Myanmar,Rakhine IDP Camps,2,"[{""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": false}]",48,F,,livelihood
MYA-0072495,Myanmar,Shan Region,4,"[{""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}]",28,F,malnutrition,livelihood
MYA-0093363,Myanmar,Shan Region,5,"[{""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 89, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": false}]",89,M,disabled,"food,shelter,medical"
MYA-0111867,Myanmar,Shan Region,5,"[{""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}]",59,F,,"food,protection,medical"
MYA-0073179,Myanmar,Kachin Shelters,5,"[{""age"": 80, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 67, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}]",80,F,elderly_at_risk,"livelihood,shelter,food,protection"
THA-0030503,Thailand,Umpiem Mai,8,"[{""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 31, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,F,malnutrition,food
MYA-0063716,Myanmar,Kachin Shelters,4,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,M,,protection
MYA-0046174,Myanmar,Kachin Shelters,7,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 71, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": false}]",71,F,chronic_illness,livelihood
MYA-0113288,Myanmar,Kachin Shelters,5,"[{""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}]",56,F,,"wash,shelter,livelihood"
BAN-0008132,Bangladesh,Camp 26,8,"[{""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 44, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": false}]",49,F,malnutrition,"food,livelihood"
MYA-0075160,Myanmar,Kachin Shelters,5,"[{""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}]",45,F,,"livelihood,education,shelter,protection"
MYA-0057039,Myanmar,Shan Region,3,"[{""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}]",39,M,pregnant_lactating,"wash,shelter"
THA-0030282,Thailand,Umpiem Mai,1,"[{""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}]",18,M,,"food,livelihood"
BAN-0010078,Bangladesh,Camp 24,6,"[{""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 71, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""F"", ""vulnerable_flag"": true}]",71,F,disabled,"livelihood,wash"
BAN-0009607,Bangladesh,Nayapara,5,"[{""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}]",49,F,unaccompanied_minor,"shelter,wash,medical,protection"
MYA-0060258,Myanmar,Shan Region,6,"[{""age"": 76, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 63, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": true}]",76,F,malnutrition,"wash,medical,education"
MYA-0081837,Myanmar,Shan Region,8,"[{""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 69, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}]",69,F,malnutrition,"protection,livelihood"
MYA-0102228,Myanmar,Rakhine IDP Camps,3,"[{""age"": 74, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 72, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}]",74,F,disabled,"wash,education,shelter"
MAL-0027002,Malaysia,Johor,2,"[{""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}]",18,M,,livelihood
MYA-0078655,Myanmar,Sagaing,8,"[{""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 82, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}]",82,M,gbv_survivor,"livelihood,protection,education"
MAL-0027355,Malaysia,Penang,5,"[{""age"": 82, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}]",82,M,,"wash,food,medical,protection"
MYA-0089692,Myanmar,Shan Region,2,"[{""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}]",18,M,,"livelihood,wash"
MYA-0056824,Myanmar,Rakhine IDP Camps,2,"[{""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": false}]",52,M,,medical
MYA-0093384,Myanmar,Kachin Shelters,5,"[{""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",37,M,,shelter
MYA-0090399,Myanmar,Sagaing,5,"[{""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}]",48,M,pregnant_lactating,"education,livelihood,shelter"
MYA-0086166,Myanmar,Rakhine IDP Camps,5,"[{""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 60, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}]",60,M,,"education,shelter,wash"
MYA-0067383,Myanmar,Rakhine IDP Camps,6,"[{""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": true}]",50,M,child_labor_risk,education
MYA-0088244,Myanmar,Kachin Shelters,7,"[{""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}]",51,F,,"medical,protection"
BAN-0019742,Bangladesh,Camp 24,2,"[{""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""M"", ""vulnerable_flag"": false}]",47,M,,"education,food,wash"
BAN-0017821,Bangladesh,Nayapara,3,"[{""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}]",59,F,,"medical,protection,livelihood,wash"
MYA-0070128,Myanmar,Kachin Shelters,5,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}]",52,F,gbv_survivor,"livelihood,food,medical"
MYA-0060397,Myanmar,Rakhine IDP Camps,5,"[{""age"": 21, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 61, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 60, ""gender"": ""F"", ""vulnerable_flag"": false}]",61,M,,"protection,livelihood,education"
MYA-0101301,Myanmar,Rakhine IDP Camps,5,"[{""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 19, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,F,single_parent,"medical,food,wash,protection"
MYA-0107854,Myanmar,Shan Region,4,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""M"", ""vulnerable_flag"": false}]",35,F,single_parent,medical
BAN-0015526,Bangladesh,Camp 26,6,"[{""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}]",45,M,,"medical,shelter"
MYA-0081599,Myanmar,Rakhine IDP Camps,5,"[{""age"": 53, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 10, ""gender"": ""M"", ""vulnerable_flag"": false}]",53,F,,"protection,shelter,wash"
MYA-0097727,Myanmar,Shan Region,5,"[{""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}]",50,F,,"wash,food,livelihood,medical"
MYA-0050981,Myanmar,Rakhine IDP Camps,3,"[{""age"": 42, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""M"", ""vulnerable_flag"": false}]",42,F,,"livelihood,food,education,shelter"
MYA-0054653,Myanmar,Kachin Shelters,6,"[{""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": true}]",50,M,pregnant_lactating,"livelihood,education,shelter,medical"
MAL-0026054,Malaysia,Penang,1,"[{""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": false}]",43,M,,"medical,shelter,food,wash"
MYA-0086222,Myanmar,Rakhine IDP Camps,3,"[{""age"": 23, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": false}]",59,M,disabled,shelter
MYA-0055084,Myanmar,Shan Region,5,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 84, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}]",84,F,disabled,"shelter,wash,food"
MYA-0096032,Myanmar,Shan Region,5,"[{""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}]",44,M,,"education,food"
MYA-0048174,Myanmar,Shan Region,4,"[{""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}]",49,F,child_labor_risk,protection
BAN-0019014,Bangladesh,Camp 24,4,"[{""age"": 24, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": true}]",42,M,unaccompanied_minor,"protection,livelihood"
CAM-0113669,Cambodia,Border Area 1,4,"[{""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,M,,shelter
MYA-0044923,Myanmar,Rakhine IDP Camps,1,"[{""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": false}]",9,M,,"shelter,medical,education"
MYA-0078664,Myanmar,Rakhine IDP Camps,5,"[{""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": false}]",52,M,,"food,livelihood"
MYA-0043329,Myanmar,Shan Region,5,"[{""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}]",54,F,disabled,"wash,food,shelter"
BAN-0009564,Bangladesh,Kutupalong,5,"[{""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 62, ""gender"": ""M"", ""vulnerable_flag"": false}]",62,M,gbv_survivor,"protection,food"
MYA-0103708,Myanmar,Rakhine IDP Camps,5,"[{""age"": 27, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 72, ""gender"": ""M"", ""vulnerable_flag"": true}]",72,M,chronic_illness,"livelihood,wash,shelter,education"
MYA-0106970,Myanmar,Kachin Shelters,5,"[{""age"": 68, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 77, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 21, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": false}]",77,F,,"medical,livelihood"
MYA-0079294,Myanmar,Shan Region,7,"[{""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 88, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 69, ""gender"": ""M"", ""vulnerable_flag"": false}]",88,M,disabled,"education,medical,shelter,food"
MYA-0072074,Myanmar,Shan Region,7,"[{""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""F"", ""vulnerable_flag"": false}]",56,M,,"food,livelihood,education"
BAN-0004951,Bangladesh,Nayapara,3,"[{""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 90, ""gender"": ""F"", ""vulnerable_flag"": false}]",90,F,malnutrition,"wash,shelter,protection"
BAN-0004270,Bangladesh,Camp 24,5,"[{""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 88, ""gender"": ""F"", ""vulnerable_flag"": false}]",88,F,,"wash,medical,livelihood,food"
BAN-0008555,Bangladesh,Bhasan Char,6,"[{""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": false}]",48,M,,"medical,protection,food,livelihood"
MYA-0095109,Myanmar,Kachin Shelters,1,"[{""age"": 44, ""gender"": ""F"", ""vulnerable_flag"": true}]",44,F,single_parent,"livelihood,protection,medical"
MYA-0044304,Myanmar,Sagaing,3,"[{""age"": 68, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}]",68,M,elderly_at_risk,education
MYA-0055796,Myanmar,Sagaing,4,"[{""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}]",43,M,chronic_illness,"shelter,medical"
